clip_id,audio_path,composer,work,movement,performer,source,rights,period,genre,ensemble,instrument,family,clip_type,potential_skill_codes,question_count,metadata_confidence
CLIP-C782E9B83D9A,modules/instrument-identifier/audio/II111.mp3,Bach,Suite No. 4 (1),,,MusOpen,PD,Baroque,Suite,Solo,CELLO,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-C7A76D9D7F50,modules/instrument-identifier/audio/II024.mp3,Bach,Double Violin Concerto (3),,,MusOpen,PD,Baroque,Concerto,Orchestral,VIOLIN,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-C7D3885C0D79,modules/instrument-identifier/audio/II218.mp3,Kuhlau,3 Fantasies Op. 38 No.1,,,MusOpen,PD,,,Solo,FLUTE,Woodwind,Solo,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-C7FD37641601,audio/piano/C4.mp3 | audio/piano/Ds4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-C81EA4E0BE39,modules/instrument-identifier/audio/II202.mp3,Bach,Partita BWV 1013,,,MusOpen,PD,Baroque,,Solo,FLUTE,Woodwind,Solo,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-C8F3D509ED88,modules/melody-master/audio/melodic-devices/MDA002.mp3,Mozart,"Piano Sonata no. 11 in A major, K. 331",I. Andante grazioso,European Archive,Existing EchoAural Melody Master,PDM 1.0,Classical,Sonata,,,,Melodic device,MEL.DEVICE,1,high
CLIP-C92386476B1B,modules/melody-master/audio/melodic-devices/MDA009.mp3,L. van Beethoven,"Symphony No. 3 in E-flat major, Op. 55 ‘Eroica’",I. Allegro con brio,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,Public Domain Mark 1.0 / Musopen public-domain recording collection,Classical/Romantic transition,Symphony,,,,Melodic device,MEL.DEVICE,1,high
CLIP-C9727F6650BE,modules/melody-master/audio/melodic-devices/MDA021.mp3,Edvard Grieg,"Peer Gynt Suite No. 1, Op. 46",I. Morning Mood,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,Public Domain Mark 1.0 / Musopen public-domain recording collection,Romantic,Suite,,,,Melodic device,MEL.DEVICE,1,high
CLIP-C9C565AA53EA,modules/instrument-identifier/audio/II158.mp3,von Weber,Clarinet Concerto Op. 73 (1),,,MusOpen,PD,,Concerto,Orchestral,CLARINET,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-CA3E006D2492,modules/texture-trainer/audio/TT127.mp3,,"J. S. Bach — Prelude and Fugue in B-flat minor, BWV 891 – fugue section",,Maria Pan'kiv,https://commons.wikimedia.org/wiki/File:Bach-WTC-2-22.ogg,CC BY-SA 3.0,,Fugue,,,,Fugue,TEX.TYPE,1,high
CLIP-CA59E7249F27,modules/texture-trainer/audio/TT120.mp3,,"Arcangelo Corelli — Christmas Concerto, Op. 6 No. 8 – part 1",,Advent Chamber Orchestra,https://commons.wikimedia.org/wiki/File:Corelli_-_Concerto_Grosso_in_G_minor_-_Christmas_Concerto_-_part_1.ogg,CC BY-SA 2.0 / EFF Open Audio,,Concerto,,,,Simple polyphonic,TEX.TYPE,1,high
CLIP-CADC131A5680,modules/instrument-identifier/audio/II222.mp3,Andersen,24 Etudes for Flute Op. 15 (6),,,MusOpen,PD,,Study,Solo,FLUTE,Woodwind,Solo,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-CB221384081D,modules/texture-trainer/audio/TT042.mp3,,"G. F. Handel — Messiah, HWV 56 — 28. He Trusted in God",,MIT Concert Choir; directed by William C. Cutter,https://commons.wikimedia.org/wiki/File:Handel_-_messiah_-_28_he_trusted_in_god.ogg,CC BY-SA 2.0,,,,,,Fugal polyphony,TEX.TYPE,1,medium
CLIP-CB8591C35B93,modules/texture-trainer/audio/TT059.mp3,,"Johannes Brahms — Symphony No. 4 in E minor, Op. 98 — I. Allegro non troppo",,Musopen Symphony Orchestra,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,,Symphony,,,,Homophonic chordal texture,TEX.ROLE | TEX.TYPE,1,high
CLIP-CB9F7DEB2651,modules/instrument-identifier/audio/II086.mp3,,Cello Sonata Op.1 (2),,,MusOpen,PD,,Sonata,Piano Accomp.,CELLO,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-CBA449395529,audio/piano/F3.mp3 | audio/piano/E4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 7th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,6,high
CLIP-CBEF9D8A2B41,modules/texture-trainer/audio/TT044.mp3,,"G. F. Handel — Messiah, HWV 56 — 44. Hallelujah",,MIT Concert Choir; directed by William C. Cutter,https://commons.wikimedia.org/wiki/File:Handel_-_messiah_-_44_hallelujah.ogg,CC BY-SA 2.0,,,,,,Homophonic texture thickening,TEX.ROLE | TEX.TYPE,1,medium
CLIP-CC892B388B4B,modules/texture-trainer/audio/TT035.mp3,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 18 in G-sharp minor, BWV 863",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_36_Fugue_No._18_in_G-sharp_minor,_BWV_863.ogg",CC0 1.0,,Fugue,,,,Monophonic → fugal polyphony,TEX.TYPE,1,high
CLIP-CD184819D52B,modules/instrument-identifier/audio/II050.mp3,Elgar,Cello Concerto Op. 85,,,MusOpen,PD,,Concerto,Orchestral,CELLO,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-CD82581A9F43,audio/piano/Ds4.mp3 | audio/piano/E3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Major 7th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-CE25D995E7F2,modules/instrument-identifier/audio/II187.mp3,Faure,Fantasia Op. 79 Allegro,,,MusOpen,PD,,,Piano Accomp.,FLUTE,Woodwind,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-CE29BE459C36,modules/instrument-identifier/audio/II198.mp3,Bach,Flute Sonata BWV 1034,,,MusOpen,PD,Baroque,Sonata,Harpsichord,RECORDER,Woodwind,Harpsichord,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-CEC919EFB589,modules/instrument-identifier/audio/II190.mp3,Faure,Fantasia Op. 79 Andantino,,,MusOpen,PD,,,Piano Accomp.,FLUTE,Woodwind,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-CF9CEA5E2095,audio/piano/Ds3.mp3 | audio/piano/A3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Augmented 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,3,high
CLIP-CFF826CCF3C9,audio/piano/D4.mp3 | audio/piano/Ds4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,5,high
CLIP-D065E4EA438D,audio/piano/C4.mp3 | audio/piano/B3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,6,high
CLIP-D150C026A251,modules/instrument-identifier/audio/II278.mp3,,Oboe Concerto HWV 302,,,MusOpen,PD,,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-D20661F0ACC5,modules/texture-trainer/audio/TT034.mp3,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 17 in A-flat major, BWV 862",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_34_Fugue_No._17_in_A-flat_major,_BWV_862.ogg",CC0 1.0,,Fugue,,,,Polyphonic texture,TEX.TYPE,1,high
CLIP-D2434668EF51,modules/meter-master/audio/MTR013.mp3,,,,,https://imslp.org/wiki/Peer_Gynt_Suite_No.1%2C_Op.46_%28Grieg%2C_Edvard%29,,,,,,,Pulse analysis,RHY.METRE,2,high
CLIP-D2D32A39FF58,audio/piano/E3.mp3 | audio/piano/G3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,13,high
CLIP-D31D27BE6B6D,modules/instrument-identifier/audio/II014.mp3,Mozart,Violin Sonata No.21 K304 (1),,,MusOpen,PD,Classical,Sonata,Piano Accomp.,VIOLIN,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-D3937BA12DEA,modules/texture-trainer/audio/TT131.mp3,,William Byrd — Mass for Four Voices – Agnus Dei,,Ensemble Morales,https://commons.wikimedia.org/wiki/File:Byrd_4-Part_Mass_-_Agnus_Dei.ogg,CC BY 3.0,,Sacred choral,,,,Advanced polyphonic,TEX.TYPE,1,high
CLIP-D39CE5A71344,modules/melody-master/audio/melodic-devices/MDA023.mp3,Edvard Grieg,"Peer Gynt Suite No. 1, Op. 46",III. Anitra’s Dance,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,Public Domain Mark 1.0 / Musopen public-domain recording collection,Romantic,Suite,,,,Melodic device,MEL.DEVICE,1,high
CLIP-D39FDCFCAF4B,modules/instrument-identifier/audio/II047.mp3,,Cello Sonata - 3 Finale,,,MusOpen,PD,,Sonata,Piano Accomp.,CELLO,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-D3AC0CA616A7,audio/piano/F3.mp3 | audio/piano/Ds3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Major 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-D3D26F2B5D2D,modules/instrument-identifier/audio/II127.mp3,Bottesini,Double Bass Concerto No. 2 (3),,,MusOpen,PD,,Concerto,Orchestral,DOUBLE BASS,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-D4BF07B62FE0,modules/texture-trainer/audio/TT101.mp3,,Traditional hymn — Amazing Grace,,Choir recording on Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Amazing_Grace_-_Choir.ogg,CC BY-SA 3.0,,,,,,Monophonic texture,TEX.TYPE,1,medium
CLIP-D4FF548796CB,audio/piano/Ds3.mp3 | audio/piano/C4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-D5F92722A907,modules/instrument-identifier/audio/II007.mp3,Bach,Partita No.2 BWV 1004 (5),,,MusOpen,PD,Baroque,,Solo,VIOLIN,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-D6240388534A,audio/piano/D3.mp3 | audio/piano/Cs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,5,high
CLIP-D6B003076E31,modules/instrument-identifier/audio/II183.mp3,Mozart,Clarinet Concerto K662 (2),,,MusOpen,PD,Classical,Concerto,Orchestral,CLARINET,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-D747B77A482C,audio/piano/G3.mp3 | audio/piano/Cs4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Augmented 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,3,high
CLIP-D899765CC2BE,audio/piano/Cs4.mp3 | audio/piano/As3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-D8B0A1D07065,modules/instrument-identifier/audio/II072.mp3,Bach,Cello Suite No.3 (1),,,MusOpen,PD,Baroque,Suite,Solo,CELLO,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-D922ED1E7E01,audio/piano/As3.mp3 | audio/piano/E4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Augmented 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-D9882A9AA313,audio/piano/Cs4.mp3 | audio/piano/Cs4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect unison,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,18,high
CLIP-D98A84D602B2,modules/instrument-identifier/audio/II245.mp3,Telemann,Oboe Concerto TWV 51,,,MusOpen,PD,Baroque,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-DA08532E88EC,audio/piano/D3.mp3 | audio/piano/D4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect octave,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,20,high
CLIP-DA2CA9B21FF6,modules/meter-master/audio/MTR011.mp3,,,,,https://imslp.org/wiki/String_Quartet_No.12%2C_Op.96_%28Dvo%C5%99%C3%A1k%2C_Anton%C3%ADn%29,,,,,,,Beat-unit analysis,RHY.METRE | RHY.TIME_SIGNATURE,2,high
CLIP-DA585D60C3DB,modules/instrument-identifier/audio/II045.mp3,,Cello Sonata - 3 Finale,,,MusOpen,PD,,Sonata,Piano Accomp.,CELLO,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-DAB52A61FFC5,modules/instrument-identifier/audio/II094.mp3,Beethoven,Cello Sonata Op. 69 (1),,,MusOpen,PD,Classical/Romantic transition,Sonata,Piano Accomp.,CELLO,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-DB17BE02C511,audio/piano/D3.mp3 | audio/piano/Cs4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 7th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,5,high
CLIP-DB60A216FFA5,modules/melody-master/audio/melodic-devices/MDA001.mp3,Mozart,"Piano Sonata no. 16 in C major 'Facile', K. 545",I. Allegro,Fabiomassimo Castelluzzo,Existing EchoAural Melody Master,PDM 1.0,Classical,Sonata,,,,Melodic device,MEL.DEVICE,1,high
CLIP-DB8A59720FEA,modules/instrument-identifier/audio/II144.mp3,Grossi,Trumpet Sonata Op. 3 No.12 (3),,,MusOpen,PD,,Sonata,Organ Accomp.,TRUMPET,Brass,Organ Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-DBB94D3F4525,audio/piano/D4.mp3 | audio/piano/Cs4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,5,high
CLIP-DC046A140D84,audio/piano/A3.mp3 | audio/piano/Cs4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-DC2CBD6FF3F8,modules/instrument-identifier/audio/II031.mp3,Bach,Sonata No 1 (4),,,MusOpen,PD,Baroque,Sonata,Solo,VIOLIN,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-DC91802BD544,audio/piano/Ds3.mp3 | audio/piano/Cs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Major 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,4,high
CLIP-DCE3BF2B6AEB,modules/texture-trainer/audio/TT063.mp3,,"Antonín Dvořák — String Quartet No. 12 in F major, Op. 96 ‘American’ — I. Allegro ma non troppo",,Musopen String Quartet,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,,Chamber music,,,,Homophonic chordal texture,TEX.TYPE,1,high
CLIP-DD934A1AC654,modules/instrument-identifier/audio/II139.mp3,Haydn,Trumpet Concerto HOB VIIe (2),,,MusOpen,PD,Classical,Concerto,Orchestral,TRUMPET,Brass,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-DF1C97C8E44F,audio/piano/A3.mp3 | audio/piano/Fs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,10,high
CLIP-DF39CA591657,modules/instrument-identifier/audio/II234.mp3,,Concerto for Oboe and Orch.,,,MusOpen,PD,,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-DF3D14E4CFCB,modules/instrument-identifier/audio/II030.mp3,,IV Double Presto,,,MusOpen,PD,,,Solo,VIOLIN,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-DF4747CDC766,audio/piano/C3.mp3 | audio/piano/F3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,14,high
CLIP-DF485965F919,audio/piano/As3.mp3 | audio/piano/C3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 7th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,10,high
CLIP-DFA08C359229,modules/instrument-identifier/audio/II169.mp3,,Clarinet Concerto,,,MusOpen,PD,,Concerto,Organ Accomp.,CLARINET,Woodwind,Organ Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-DFBBF9837B0D,audio/piano/E4.mp3 | audio/piano/F3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Major 7th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,6,high
CLIP-E016419986E6,modules/instrument-identifier/audio/II266.mp3,,Chansonette,,,MusOpen,PD,,,Piano Accomp.,OBOE,Woodwind,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-E019CF5E5580,audio/piano/Ds4.mp3 | audio/piano/E4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-E03166FEC69F,modules/instrument-identifier/audio/II025.mp3,Dushkin,Sicilliene,,,MusOpen,PD,,,Piano Accomp.,VIOLIN,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-E0C299D7304A,modules/texture-trainer/audio/TT109.mp3,,Traditional — Spanish Romance,,Alisa Gladyseva,https://commons.wikimedia.org/wiki/File:Romanza_espa%C3%B1ola.ogg,CC0 1.0 / Free Art Licence,,,,,,Homophonic,TEX.ROLE | TEX.TYPE,1,medium
CLIP-E0DF93960097,audio/piano/D3.mp3 | audio/piano/A3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect 5th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,18,high
CLIP-E113AC2E5A31,audio/piano/E3.mp3 | audio/piano/E3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect unison,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,33,high
CLIP-E1478694EC6B,modules/texture-trainer/audio/TT072.mp3,,"Felix Mendelssohn — Symphony No. 4 in A major, Op. 90 ‘Italian’ — IV. Saltarello: Presto",,Musopen Symphony Orchestra,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,,Symphony,,,,Polyphonic texture,TEX.TYPE,1,high
CLIP-E163E290F8FE,audio/piano/F3.mp3 | audio/piano/Cs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Major 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-E17D3628F928,modules/instrument-identifier/audio/II272.mp3,,La Gracieuse (1) Prelude,,,MusOpen,PD,,Prelude,Harpsichord,OBOE,Woodwind,Harpsichord,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-E17DBAF67A21,audio/piano/E3.mp3 | audio/piano/Gs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,4,high
CLIP-E1877A931785,modules/instrument-identifier/audio/II195.mp3,Bach,Flute Sonata BWV 1034,,,MusOpen,PD,Baroque,Sonata,Harpsichord,RECORDER,Woodwind,Harpsichord,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-E1972148B148,modules/melody-master/audio/melodic-devices/MDA007.mp3,Beethoven,"Symphony no. 6 in F major, Op. 68 'Pastoral'",II. Andante molto mosso,European Archive,Existing EchoAural Melody Master,PDM 1.0,Classical/Romantic transition,Symphony,,,,Melodic device,MEL.DEVICE,1,high
CLIP-E1AE2514C0DA,modules/texture-trainer/audio/TT012.mp3,,"J. S. Bach — Brandenburg Concerto No. 5, movement III",,See source page,https://commons.wikimedia.org/wiki/File:Bach_-_Brandenburg_Concerto_5_-_3._Allegro.ogg,Check the current licence statement on the source page,,Concerto,,,,Polyphonic,TEX.TYPE,1,high
CLIP-E258E7D731CC,modules/instrument-identifier/audio/II108.mp3,Bach,Suite No. 4 (Gigue),,,MusOpen,PD,Baroque,Suite,Solo,ACOUSTIC GUITAR,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-E2F0E2511B48,modules/instrument-identifier/audio/II009.mp3,Bach,Partita No.2 BWV 1004 (2),,,MusOpen,PD,Baroque,,Solo,VIOLIN,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-E31C5AAF1D15,audio/piano/Cs3.mp3 | audio/piano/Cs4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect octave,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,9,high
CLIP-E31FBF63603D,modules/melody-master/questions/mm011/MM011-audio.mp3,Mozart,"Piano Concerto no. 17 in G major, K. 453",III. Allegretto,,Musopen,PDM 1.0,Classical,Concerto,,,,dictation,MEL.DICTATION.PITCH,4,high
CLIP-E3787A0C5F5D,modules/instrument-identifier/audio/II040.mp3,Bach,Cello Suite No. 3 (2),,,MusOpen,PD,Baroque,Suite,Solo,CELLO,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-E482BBB56EA4,modules/texture-trainer/audio/TT062.mp3,,"J. S. Bach — Cello Suite No. 1 in G major, BWV 1007 — V. Minuets",,"John Michel, cello",https://commons.wikimedia.org/wiki/File:JOHN_MICHEL_CELLO-J_S_BACH_CELLO_SUITE_1_in_G_Minuets.ogg,CC BY-SA 3.0,,Suite,,,,Monophonic texture,TEX.TYPE,1,high
CLIP-E493845D36BC,audio/piano/C3.mp3 | audio/piano/B3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 7th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,6,high
CLIP-E524CD09124E,modules/instrument-identifier/audio/II081.mp3,Bach,Cello Suite No.3 (4),,,MusOpen,PD,Baroque,Suite,Solo,CELLO,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-E569843CFFD7,modules/meter-master/audio/MTR005.mp3,,,,,https://imslp.org/wiki/Symphony_No.4%2C_Op.98_%28Brahms%2C_Johannes%29,,,,,,,Aural classification,RHY.METRE,2,high
CLIP-E590279A6122,modules/instrument-identifier/audio/II186.mp3,Faure,Fantasia Op. 79 Allegro,,,MusOpen,PD,,,Piano Accomp.,FLUTE,Woodwind,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-E5A38D61240F,modules/instrument-identifier/audio/II021.mp3,Handel,Violin (Trumpet) Sonata F (2),,,MusOpen,PD,Baroque,Sonata,Organ Accomp.,TRUMPET,Brass,Organ Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-E5A7C974485B,modules/instrument-identifier/audio/II148.mp3,Mozart,Horn Concerto K142 (1),,,MusOpen,PD,Classical,Concerto,Orchestral,FRENCH HORN,Brass,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-E625D2DA795B,modules/melody-master/questions/mm014/MM014-audio.mp3,Beethoven,"Symphony no. 6 in F major, Op. 68 'Pastoral'",II. Andante molto mosso,,Musopen,PDM 1.0,Classical/Romantic transition,Symphony,,,,dictation,MEL.DICTATION.PITCH,1,high
CLIP-E62EA2836FBB,modules/instrument-identifier/audio/II064.mp3,Debussy,Cello Sonata (2) Serenade,,,MusOpen,PD,Twentieth century,Sonata,Piano Accomp.,CELLO,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-E6A3E7DE44AA,modules/instrument-identifier/audio/II170.mp3,,Clarinet Concerto,,,MusOpen,PD,,Concerto,Organ Accomp.,CLARINET,Woodwind,Organ Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-E7287B317024,audio/piano/Gs3.mp3 | audio/piano/Cs4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,6,high
CLIP-E836C443B74F,audio/piano/A3.mp3 | audio/piano/D4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,18,high
CLIP-E9076263DC43,modules/melody-master/questions/mm013/MM013-audio.mp3,Haydn,"Symphony no. 94 in G major 'Surprise', Hob. I:94",II. Andante,,Musopen,PDM 1.0,Classical,Symphony,,,,dictation,MEL.DICTATION.PITCH,4,high
