clip_id,audio_path,composer,work,movement,performer,source,rights,period,genre,ensemble,instrument,family,clip_type,potential_skill_codes,question_count,metadata_confidence
CLIP-E944B6147820,modules/instrument-identifier/audio/II280.mp3,,Oboe Concerto HWV 302,,,MusOpen,PD,,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-E949F9538DDF,modules/texture-trainer/audio/TT113.mp3,,J. S. Bach — Two-Part Invention No. 10 in G major,,Jason M. live recording,"https://commons.wikimedia.org/wiki/File:G_Major_-_10th_2-parts_Invention,_Bach.ogg",CC0,,,,,,Simple polyphonic,TEX.TYPE,1,medium
CLIP-E9B495C61CC8,audio/piano/Ds3.mp3 | audio/piano/E3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-EB0F18C0212A,audio/piano/G3.mp3 | audio/piano/D3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Perfect 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,17,high
CLIP-EB2FD4AC0C5E,modules/melody-master/audio/melodic-devices/MDA010.mp3,L. van Beethoven,"Symphony No. 3 in E-flat major, Op. 55 ‘Eroica’",II. Marcia funebre,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,Public Domain Mark 1.0 / Musopen public-domain recording collection,Classical/Romantic transition,Symphony,,,,Melodic device,MEL.DEVICE,1,high
CLIP-EB509B3067BC,audio/piano/D4.mp3 | audio/piano/Gs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Diminished 5th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-EC0AAD34EDA1,audio/piano/D4.mp3 | audio/piano/A3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Perfect 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,17,high
CLIP-EC862C13B7FA,modules/texture-trainer/audio/TT061.mp3,,"Johannes Brahms — Symphony No. 4 in E minor, Op. 98 — III. Allegro giocoso",,Musopen Symphony Orchestra,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,,Symphony,,,,Homophonic chordal texture,TEX.ROLE | TEX.TYPE,1,high
CLIP-ECD73F16829E,modules/instrument-identifier/audio/II079.mp3,Bach,Cello Suite No.3 (4),,,MusOpen,PD,Baroque,Suite,Solo,CELLO,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-ECE9D8FB3F97,audio/piano/B3.mp3 | audio/piano/Gs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,4,high
CLIP-ED1B1A8FD1BA,modules/instrument-identifier/audio/II269.mp3,,La Gracieuse (5) Napoltano,,,MusOpen,PD,,,Harpsichord,OBOE,Woodwind,Harpsichord,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-EDB81DF286DA,modules/instrument-identifier/audio/II163.mp3,von Weber,Clarinet Concerto Op. 73 (3),,,MusOpen,PD,,Concerto,Orchestral,CLARINET,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-EDE043EEBCDF,modules/instrument-identifier/audio/II212.mp3,Kuhlau,3 Fantasies Op. 38 No.1,,,MusOpen,PD,,,Solo,FLUTE,Woodwind,Solo,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-EDFBD8323161,modules/instrument-identifier/audio/II134.mp3,Haydn,Trumpet Concerto HOB VIIe (1),,,MusOpen,PD,Classical,Concerto,Orchestral,TRUMPET,Brass,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-EE384D8E31D6,modules/melody-master/audio/melodic-devices/MDA013.mp3,Johannes Brahms,"Symphony No. 4 in E minor, Op. 98",I. Allegro non troppo,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,Public Domain Mark 1.0 / Musopen public-domain recording collection,Romantic,Symphony,,,,Melodic device,MEL.DEVICE,1,high
CLIP-EE48C0DCBD3E,audio/piano/Cs4.mp3 | audio/piano/F3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-EEB3C3D7A1BC,modules/texture-trainer/audio/TT015.mp3,,"A. Vivaldi — The Four Seasons: Spring, movement I",,"John Harrison, violin; ensemble listed on source page",https://commons.wikimedia.org/wiki/File:Vivaldi_-_Four_Seasons_1_Spring_mvt_1_Allegro_-_John_Harrison_violin.oga,Free recording with permission recorded on Commons; verify exact terms,,,,,,Thick homophony → lighter solo texture,TEX.TYPE,1,medium
CLIP-EF182646E68B,modules/instrument-identifier/audio/II200.mp3,Bach,Flute Sonata BWV 1034,,,MusOpen,PD,Baroque,Sonata,Harpsichord,RECORDER,Woodwind,Harpsichord,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-EF2B91BC2380,modules/instrument-identifier/audio/II267.mp3,,Chansonette,,,MusOpen,PD,,,Piano Accomp.,OBOE,Woodwind,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-EF3F6B275AFD,modules/texture-trainer/audio/TT041.mp3,,"G. F. Handel — Messiah, HWV 56 — 24. Surely He Hath Borne Our Griefs",,MIT Concert Choir; directed by William C. Cutter,https://commons.wikimedia.org/wiki/File:Handel_-_messiah_-_24_surely_he_hath_borne_our_griefs.ogg,CC BY-SA 2.0,,,,,,Homophonic texture,TEX.ROLE | TEX.TYPE,1,medium
CLIP-EF4DAB647981,modules/texture-trainer/audio/TT052.mp3,,"J. S. Bach — Cello Suite No. 1 in G major, BWV 1007 — II. Allemande",,"John Michel, cello",https://commons.wikimedia.org/wiki/File:JOHN_MICHEL_CELLO-J_S_BACH_CELLO_SUITE_1_in_G_Allemande.ogg,CC BY-SA 3.0,,Suite,,,,Monophonic texture,TEX.TYPE,1,high
CLIP-EFBB6B4D4D28,audio/piano/A3.mp3 | audio/piano/E3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Perfect 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,16,high
CLIP-EFC3DAE122F6,audio/piano/E4.mp3 | audio/piano/E4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect unison,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,32,high
CLIP-EFE783FF6258,modules/instrument-identifier/audio/II101.mp3,Bach,Suite No. 4 (3),,,MusOpen,PD,Baroque,Suite,Solo,CELLO,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-F02ADF624CAF,modules/instrument-identifier/audio/II109.mp3,Bach,Suite No. 4 (1),,,MusOpen,PD,Baroque,Suite,Solo,CELLO,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-F02F4F0665A3,modules/instrument-identifier/audio/II157.mp3,von Weber,Clarinet Concerto Op. 73 (1),,,MusOpen,PD,,Concerto,Orchestral,CLARINET,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-F0336BD4EB38,modules/meter-master/audio/MTR020.mp3,,,,,https://imslp.org/wiki/String_Quartet_in_D_major%2C_Hob.III%3A63_%28Haydn%2C_Joseph%29,,,,,,,Discrimination,RHY.METRE,2,high
CLIP-F044FE7FDC64,audio/piano/D3.mp3 | audio/piano/As3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,8,high
CLIP-F0ABD6BD0059,modules/instrument-identifier/audio/II142.mp3,Haydn,Trumpet Concerto HOB VIIe (3),,,MusOpen,PD,Classical,Concerto,Orchestral,TRUMPET,Brass,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-F10E183F15C6,modules/texture-trainer/audio/TT029.mp3,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 12 in F minor, BWV 857",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_24_Fugue_No._12_in_F_minor,_BWV_857.ogg",CC0 1.0,,Fugue,,,,Monophonic → fugal polyphony,TEX.TYPE,1,high
CLIP-F11087C3AFCE,audio/piano/Cs4.mp3 | audio/piano/D3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Major 7th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,5,high
CLIP-F1385D4E5278,modules/melody-master/audio/melodic-devices/MDA033.mp3,W. A. Mozart,"Symphony No. 40 in G minor, K.550",I. Molto allegro,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,Public Domain Mark 1.0 / Musopen public-domain recording collection,Classical,Symphony,,,,Melodic device,MEL.DEVICE,1,high
CLIP-F168787183FF,modules/instrument-identifier/audio/II154.mp3,von Weber,Clarinet Concerto Op. 73 (2),,,MusOpen,PD,,Concerto,Orchestral,CLARINET,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-F21C35E195E2,modules/instrument-identifier/audio/II247.mp3,Telemann,Oboe Concerto TWV 51,,,MusOpen,PD,Baroque,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-F22B0998779B,audio/piano/G3.mp3 | audio/piano/A3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,16,high
CLIP-F27FB5CA37FF,modules/instrument-identifier/audio/II256.mp3,,Oboe Concerto BWV1055,,,MusOpen,PD,,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-F2803532D6E6,audio/piano/Cs4.mp3 | audio/piano/D4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,5,high
CLIP-F499D6CB98C6,modules/texture-trainer/audio/TT108.mp3,,Erik Satie — Gymnopédie No. 3,,Teknopazzo,https://commons.wikimedia.org/wiki/File:Gymnop%C3%A9die_no.3.ogg,CC0,,,,,,Homophonic,TEX.ROLE | TEX.TYPE,1,medium
CLIP-F529CDEECE30,audio/piano/Ds3.mp3 | audio/piano/F3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Major 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-F5567E465C94,modules/meter-master/audio/MTR028.mp3,,,,,https://imslp.org/wiki/Symphony_No.40_in_G_minor%2C_K.550_%28Mozart%2C_Wolfgang_Amadeus%29,,,,,,,Beat-unit analysis,RHY.METRE,2,high
CLIP-F558E8B2949D,modules/texture-trainer/audio/TT121.mp3,,Balinese traditional — Bali xylophone duet,,Two Balinese musicians; thedialogueproject recording,https://commons.wikimedia.org/wiki/File:Bali_xylophone.ogg,CC0,,,,,,Heterophonic,TEX.TYPE,1,medium
CLIP-F5593EE4707A,modules/instrument-identifier/audio/II073.mp3,Bach,Cello Suite No.3 (1),,,MusOpen,PD,Baroque,Suite,Solo,CELLO,Strings,Solo,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-F5D3D6EF57A1,modules/instrument-identifier/audio/II004.mp3,Beethoven,"Violin Sonata No. 9 ""Kreutzer""",,,MusOpen,PD,Classical/Romantic transition,Sonata,Piano Accomp.,VIOLIN,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-F6146156D9B4,audio/piano/C4.mp3 | audio/piano/Cs4.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,2,high
CLIP-F623289EDCE2,modules/instrument-identifier/audio/II056.mp3,Elgar,Cello Concerto Op. 85 (4),,,MusOpen,PD,,Concerto,Orchestral,CELLO,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-F62E655E26BE,modules/melody-master/audio/melodic-devices/MDA016.mp3,Johannes Brahms,"Symphony No. 4 in E minor, Op. 98",IV. Allegro energico e passionato,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,Public Domain Mark 1.0 / Musopen public-domain recording collection,Romantic,Symphony,,,,Melodic device,MEL.DEVICE,1,high
CLIP-F68147378C49,modules/meter-master/audio/MTR002.mp3,,,,,https://imslp.org/wiki/Symphony_No.3%2C_Op.55_%28Beethoven%2C_Ludwig_van%29,,,,,,,Aural classification,RHY.METRE | RHY.TIME_SIGNATURE,2,high
CLIP-F6F70A991B33,audio/piano/Gs3.mp3 | audio/piano/G3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,4,high
CLIP-F754B6AF6E89,audio/piano/Ds4.mp3 | audio/piano/Gs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Perfect 5th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,6,high
CLIP-F7B7F5BF34B1,modules/instrument-identifier/audio/II277.mp3,,Oboe Concerto HWV 302,,,MusOpen,PD,,Concerto,Orchestral,OBOE,Woodwind,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-F8391FF107AE,modules/meter-master/../texture-trainer/audio/TT097.mp3,,,,,https://imslp.org/wiki/Symphony_No.6%2C_Op.74_%28Tchaikovsky%2C_Pyotr%29,,,,,,,Irregular metre,RHY.METRE | RHY.TIME_SIGNATURE,1,high
CLIP-F8F00E9A4DCE,modules/texture-trainer/audio/TT139.mp3,,Hindustani classical tradition — Raga Malkounsa,,Historic recording assessed public domain,https://commons.wikimedia.org/wiki/File:Raga_Malkounsa.ogg,Public domain,,,,,,Texture feature,TEX.TYPE,1,medium
CLIP-F8FB5A280766,modules/instrument-identifier/audio/II116.mp3,Beethoven,Cello Sonata Op. 69 (2),,,MusOpen,PD,Classical/Romantic transition,Sonata,Piano Accomp.,CELLO,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-F94C57C07D71,audio/piano/Gs3.mp3 | audio/piano/A3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,4,high
CLIP-F9ED192075A4,modules/texture-trainer/audio/TT070.mp3,,"Joseph Haydn — String Quartet in D major, Hob.III:63, Op.64 No.5 ‘The Lark’ — IV. Finale",,Musopen String Quartet,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,,Chamber music,,,,Polyphonic texture,TEX.TYPE,1,high
CLIP-FA7C620E7D24,modules/instrument-identifier/audio/II053.mp3,Debussy,Cello Sonata (2) Moderramente Anime,,,MusOpen,PD,Twentieth century,Sonata,Piano Accomp.,CELLO,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-FA928F966079,modules/instrument-identifier/audio/II018.mp3,Beethoven,Violin Sonata No. 5 Spring (1),,,MusOpen,PD,Classical/Romantic transition,Sonata,Piano Accomp.,VIOLIN,Strings,Piano Accomp.,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-FABECBCE8C51,audio/piano/Cs3.mp3 | audio/piano/G3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Diminished 5th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,3,high
CLIP-FAFA2497DB2D,modules/instrument-identifier/audio/II122.mp3,Bottesini,Double Bass Concerto No. 2 (2),,,MusOpen,PD,,Concerto,Orchestral,DOUBLE BASS,Strings,Orchestral,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-FB1469276CB0,modules/texture-trainer/audio/TT066.mp3,,"Antonín Dvořák — String Quartet No. 12 in F major, Op. 96 ‘American’ — II. Lento",,Musopen String Quartet,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,,Chamber music,,,,Melody and accompaniment,TEX.TYPE,1,high
CLIP-FB7E09009EAA,modules/instrument-identifier/audio/II210.mp3,,Allegro - Rondeau,,,MusOpen,PD,,,Solo,TRUMPET,Brass,Solo,INS.FAMILY | INS.INDIVIDUAL,1,medium
CLIP-FBC4339E9D0B,modules/instrument-identifier/audio/II083.mp3,Vivaldi,Sonata No. 5 (2),,,MusOpen,PD,Baroque,Sonata,Harpsichord,CELLO,Strings,Harpsichord,INS.FAMILY | INS.INDIVIDUAL,1,high
CLIP-FBD6D2CB5D6E,audio/piano/Ds3.mp3 | audio/piano/D3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,5,high
CLIP-FBF3315DB7BE,audio/piano/Cs3.mp3 | audio/piano/Fs3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect 4th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-FD63EA6336BC,modules/meter-master/audio/MTR025.mp3,,,,,https://imslp.org/wiki/Symphony_No.40_in_G_minor%2C_K.550_%28Mozart%2C_Wolfgang_Amadeus%29,,,,,,,Pulse analysis,RHY.METRE,2,high
CLIP-FDA3E0932598,audio/piano/As3.mp3 | audio/piano/A3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Minor 2nd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,6,high
CLIP-FDBCF4855926,modules/meter-master/audio/MTR008.mp3,,,,,https://imslp.org/wiki/Symphony_No.4%2C_Op.98_%28Brahms%2C_Johannes%29,,,,,,,Pulse analysis,RHY.METRE,2,high
CLIP-FDD0C4C55B18,audio/piano/C3.mp3 | audio/piano/Ds3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Minor 3rd,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,7,high
CLIP-FE2C4EE35797,modules/texture-trainer/audio/TT075.mp3,,"J. S. Bach — Partita in A minor for solo flute, BWV 1013 — II. Courante",,"Scott Goff, flute",https://commons.wikimedia.org/wiki/File:Bach_-_Partita_For_Solo_Flute_-_Modern_Flute_-_2._Courante.ogg,CC BY-SA 2.0 / EFF Open Audio-compatible,,,,,,Monophonic texture,TEX.TYPE,1,medium
CLIP-FE5C07958BAC,audio/piano/D4.mp3 | audio/piano/F3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,descending Major 6th,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,11,high
CLIP-FF3375305586,modules/texture-trainer/audio/TT053.mp3,,"L. van Beethoven — Symphony No. 3 in E-flat major, Op. 55 ‘Eroica’ — II. Marcia funebre",,Musopen Symphony Orchestra,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,,Symphony,,,,Melody and accompaniment,TEX.ROLE | TEX.TYPE,1,high
CLIP-FF90A14BB915,audio/piano/C3.mp3 | audio/piano/C3.mp3,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,,Generated ear-training interval,,Piano,,ascending Perfect unison,MEL.INTERVAL.NUMBER | MEL.INTERVAL.QUALITY,33,high
CLIP-FFDA358479EA,modules/melody-master/audio/melodic-devices/MDA035.mp3,W. A. Mozart,"Symphony No. 40 in G minor, K.550",III. Menuetto,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,Public Domain Mark 1.0 / Musopen public-domain recording collection,Classical,Symphony,,,,Melodic device,MEL.DEVICE,1,high
CLIP-FFF2B5BC5FD3,modules/melody-master/audio/melodic-devices/MDA039.mp3,J. S. Bach,"Cello Suite No. 1 in G major, BWV 1007: Prelude",,John Michel,Wikimedia Commons / European free-media archive,CC BY-SA 3.0,Baroque,Suite,,,,Melodic device,MEL.DEVICE,1,high
CLIP-EXL001,modules/exam-lab/assets/EXL001.mp3,Tomaso Albinoni,"Oboe Concerto in D minor, Op. 9 No. 2",I. Allegro e non presto,,Musopen recording hosted by Wikimedia Commons,CC0 1.0 Universal,Baroque,Concerto,Oboe and orchestra,Oboe,Woodwind,Exam Lab extract,HAR.TONALITY | NOT.SCORE_READING | MEL.ORNAMENT | INS.FAMILY | INS.INDIVIDUAL | MEL.DEVICE | EXM.WRITTEN | HAR.CADENCE | HAR.CHORD | CTX.PERIOD | CTX.GENRE,7,high
CLIP-EXL002,modules/exam-lab/assets/EXL002.mp3,Edvard Grieg,"Peer Gynt Suite No. 1, Op. 46",I. Morning Mood,,User-supplied extract,User supplied,Romantic,Orchestral programme music,Orchestra,,,Exam Lab extract,HAR.TONALITY | NOT.SCORE_READING | INS.FAMILY | INS.INDIVIDUAL | MEL.DEVICE | EXM.WRITTEN | DYN.CHANGE | HAR.CADENCE | HAR.CHORD | CTX.PERIOD | CTX.GENRE,8,high
CLIP-EXL003,modules/exam-lab/assets/EXL003.mp3,Edvard Grieg,"Peer Gynt Suite No. 1, Op. 46",IV. In the Hall of the Mountain King,,User-supplied extract,User supplied,Romantic,Romantic orchestral programme music,Orchestra,,,Exam Lab extract,HAR.TONALITY | NOT.SCORE_READING | RHY.METRE | EXM.WRITTEN | INS.FAMILY | INS.TECHNIQUE | ART.TYPE | MEL.DEVICE | RHY.TEMPO | DYN.CHANGE | CTX.PERIOD | CTX.GENRE,8,high
CLIP-EXL004,modules/exam-lab/assets/EXL004.mp3,Hindustani classical tradition,Instrumental performance,Sitār and tablā extract,,User-supplied extract,User supplied,,Hindustani classical music,Small instrumental ensemble,Sitār and tablā,,Exam Lab extract,INS.INDIVIDUAL | MEL.DEVICE | CTX.GENRE | TEX.TYPE | RHY.DEVICE | EXM.WRITTEN | MEL.ORNAMENT | STR.FORM,7,high
CLIP-EXL005,modules/exam-lab/assets/EXL005.mp3,User-supplied recording,Electronic dance music extract,Listening extract,,User-supplied extract,User supplied,Contemporary,Electronic dance music,Electronic instruments and production technology,,,Exam Lab extract,RHY.TEMPO | RHY.METRE | EXM.WRITTEN | CTX.TECHNOLOGY | STR.FORM | TEX.TYPE | RHY.DEVICE | DYN.CHANGE,8,high
CLIP-EXL006,modules/exam-lab/assets/EXL006.mp3,Wolfgang Amadeus Mozart,"Symphony No. 36 in C major, K.425",III. Menuetto,"Tsumugi Orchestra, conducted by Takashi Inoue",Wikimedia Commons,CC BY 3.0; extract shortened and converted for EchoAural,Classical,Symphony / minuet,Orchestra,,,Exam Lab extract,RHY.METRE | RHY.DEVICE | MEL.ORNAMENT | INS.INDIVIDUAL | DYN.CHANGE | EXM.WRITTEN | HAR.TONALITY | HAR.CADENCE | HAR.CHORD | CTX.GENRE,8,high
CLIP-EXL007,modules/exam-lab/assets/EXL007.mp3,Josh Woodward,Words Fall Apart,from Addressed to the Stars,Josh Woodward,Josh Woodward official song page and Wikimedia Commons,CC BY 4.0; edited 54-second educational extract,Contemporary,Singer-songwriter / folk-pop,Solo voice with accompaniment,Voice,Voice,Exam Lab extract,RHY.METRE | INS.INDIVIDUAL | DYN.CHANGE | TEX.TYPE | MEL.DEVICE | EXM.WRITTEN | HAR.CHORD | RHY.TEMPO | STR.FORM,7,high
CLIP-EXL008,modules/exam-lab/assets/EXL008.mp3,Ludwig van Beethoven,"Symphony No. 8 in F major, Op. 93",II. Allegretto scherzando,,User-supplied educational extract,Rights status requires confirmation,Classical,Classical symphonic movement,Orchestra,,,Exam Lab extract,INS.INDIVIDUAL | INS.ROLE | INS.FAMILY | TEX.TYPE | TEX.ROLE | DYN.LEVEL | NOT.SCORE_READING | ART.TYPE | RHY.TEMPO | RHY.TIME_SIGNATURE | MEL.DIRECTION | RHY.DEVICE | CTX.PERIOD,12,high
